,organism,seedid,oxygenstat,metabolism,gram,mtype,genes,reactions,metabolites,draftcreator,draftcreated,ncbiid,platform,kingdom,phylum,class,order,family,genus,species,file,strain,kbaseid,id,summary_rank,samples,reads,relative
398,"Prevotella copri CB7, DSM 18205",Prevotella copri DSM 18205 (537011.5),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,1099.0,1634.0,1139.0,Ines Thiele,06/25/12,165179.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri,Prevotella_copri.json,"Prevotella copri CB7, DSM 18205",,Prevotella_copri,species,"syncom-CD,FP,BH,CA,PC,CH,BO,BU,BV",1693.5087808430285,0.06560999999999999
399,Clostridium hiranonis TO-931 DSM 13275,Clostridium hiranonis DSM 13275 (500633.7),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,574.0,1258.0,1011.0,Ines Thiele,08/06/12,89152.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptacetobacter,Peptacetobacter hiranonis,Peptacetobacter_hiranonis.json,Clostridium hiranonis TO-931 DSM 13275,,Peptacetobacter_hiranonis,species,"syncom-CD,FP,BH,CA,PC,CH,BO,BU,BV",1881.6764231589207,0.07289999999999999
400,,,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,,,,Ines Thiele,,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides_ovatus.json,,,Bacteroides_ovatus,species,"syncom-CD,FP,BH,CA,PC,CH,BO,BU,BV",2090.75158128769,0.08100000000000002
401,Bacteroides uniformis ATCC 8492,Bacteroides uniformis ATCC 8492 (411479.10),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,851.0,1196.0,962.0,Ines Thiele,04/20/12,411479.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides_uniformis.json,Bacteroides uniformis ATCC 8492,,Bacteroides_uniformis,species,"syncom-CD,FP,BH,CA,PC,CH,BO,BU,BV",2323.0573125418773,0.09
402,Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus ATCC 8482 (435590.9),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,884.0,2474.0,1395.0,Eugen Bauer,08/03/14,435590.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified Bacteroidales family,Phocaeicola,Phocaeicola vulgatus,Phocaeicola_vulgatus.json,Bacteroides vulgatus ATCC 8482,,Phocaeicola_vulgatus,species,"syncom-CD,FP,BH,CA,PC,CH,BO,BU,BV",2581.174791713197,0.09999999999999999
403,,,Obligate anaerobe,"Proteolytic, few carbohydrates fermented",Positive,Opportunistic pathogen,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides_difficile.json,,,Clostridioides_difficile,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,CH,BO,BT,BU,BV",769.2307692307693,0.029353220964958734
404,,,Obligate anaerobe,"Saccharolytic, fermentative, acetate converted to butyrate",Positive,Commensal,,,,,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae genus,[Eubacterium] rectale,_Eubacterium__rectale.json,,,_Eubacterium__rectale,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,CH,BO,BT,BU,BV",828.4023668639054,0.031611161039186327
405,Desulfovibrio piger ATCC 29098,Desulfovibrio piger ATCC 29098 (411464.8),Nanaerobe,"Only anaerobic respiration with sulfate as electron acceptor, nonfermentative, asaccharolytic",Negative,Commensal,599.0,980.0,792.0,Ines Thiele,08/06/12,411464.0,ModelSEED,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio piger,Desulfovibrio_piger.json,Desulfovibrio piger ATCC 29098,,Desulfovibrio_piger,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,CH,BO,BT,BU,BV",892.1256258534365,0.034042788811431426
406,,,,"Saccharolytic, fermentative, acetate converted to butyrate",Structurally positive but stains negative,Commensal,,,,,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,Faecalibacterium_prausnitzii.json,,,Faecalibacterium_prausnitzii,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,CH,BO,BT,BU,BV",960.7506739960086,0.036661464873849234
407,Blautia hydrogenotrophica DSM 10507,Blautia hydrogenotrophica DSM 10507 (476272.5),Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,827.0,1637.0,1177.0,Ines Thiele,08/06/12,476272.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,Blautia_hydrogenotrophica.json,Blautia hydrogenotrophica DSM 10507,,Blautia_hydrogenotrophica,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,CH,BO,BT,BU,BV",1034.6545719957014,0.03948157755645301
408,Collinsella aerofaciens ATCC 25986,Collinsella aerofaciens ATCC 25986 (411903.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,540.0,878.0,732.0,Ines Thiele,04/20/12,411903.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,Collinsella_aerofaciens.json,Collinsella aerofaciens ATCC 25986,,Collinsella_aerofaciens,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,CH,BO,BT,BU,BV",1114.24338522614,0.042518621983872476
409,"Prevotella copri CB7, DSM 18205",Prevotella copri DSM 18205 (537011.5),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,1099.0,1634.0,1139.0,Ines Thiele,06/25/12,165179.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri,Prevotella_copri.json,"Prevotella copri CB7, DSM 18205",,Prevotella_copri,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,CH,BO,BT,BU,BV",1199.95441485892,0.04578928521340113
410,Eggerthella lenta DSM 2243,Eggerthella lenta DSM 2243 (479437.5),Nanaerobe,Asaccharolytic,Positive,Commensal,594.0,1046.0,848.0,chenry,09/09/14,479437.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella_lenta.json,Eggerthella lenta DSM 2243,kb|g.1738,Eggerthella_lenta,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,CH,BO,BT,BU,BV",1292.2586006172985,0.049311537922124296
411,Clostridium hiranonis TO-931 DSM 13275,Clostridium hiranonis DSM 13275 (500633.7),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,574.0,1258.0,1011.0,Ines Thiele,08/06/12,89152.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptacetobacter,Peptacetobacter hiranonis,Peptacetobacter_hiranonis.json,Clostridium hiranonis TO-931 DSM 13275,,Peptacetobacter_hiranonis,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,CH,BO,BT,BU,BV",1391.6631083570906,0.05310473314690308
412,,,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,,,,Ines Thiele,,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides_ovatus.json,,,Bacteroides_ovatus,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,CH,BO,BT,BU,BV",1498.7141166922515,0.05718971261974179
413,,,,"Saccharolytic, fermentative",Negative,Commensal,,,,,,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,Bacteroides_thetaiotaomicron.json,,,Bacteroides_thetaiotaomicron,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,CH,BO,BT,BU,BV",1613.9998179762708,0.061588921282798845
414,Bacteroides uniformis ATCC 8492,Bacteroides uniformis ATCC 8492 (411479.10),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,851.0,1196.0,962.0,Ines Thiele,04/20/12,411479.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides_uniformis.json,Bacteroides uniformis ATCC 8492,,Bacteroides_uniformis,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,CH,BO,BT,BU,BV",1738.1536501282915,0.0663265306122449
415,Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus ATCC 8482 (435590.9),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,884.0,2474.0,1395.0,Eugen Bauer,08/03/14,435590.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified Bacteroidales family,Phocaeicola,Phocaeicola vulgatus,Phocaeicola_vulgatus.json,Bacteroides vulgatus ATCC 8482,,Phocaeicola_vulgatus,species,"syncom-CD,ER,DP,FP,BH,CA,PC,EL,CH,BO,BT,BU,BV",1871.857777061237,0.07142857142857142
416,,,Obligate anaerobe,"Proteolytic, few carbohydrates fermented",Positive,Opportunistic pathogen,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides_difficile.json,,,Clostridioides_difficile,species,"syncom-CD,ER,DP,FP,CA,PC,EL,CH,BO,BT,BU",909.0909090909091,0.03490865732371608
417,,,Obligate anaerobe,"Saccharolytic, fermentative, acetate converted to butyrate",Positive,Commensal,,,,,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae genus,[Eubacterium] rectale,_Eubacterium__rectale.json,,,_Eubacterium__rectale,species,"syncom-CD,ER,DP,FP,CA,PC,EL,CH,BO,BT,BU",991.7355371900827,0.03808217162587209
418,Desulfovibrio piger ATCC 29098,Desulfovibrio piger ATCC 29098 (411464.8),Nanaerobe,"Only anaerobic respiration with sulfate as electron acceptor, nonfermentative, asaccharolytic",Negative,Commensal,599.0,980.0,792.0,Ines Thiele,08/06/12,411464.0,ModelSEED,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio piger,Desulfovibrio_piger.json,Desulfovibrio piger ATCC 29098,,Desulfovibrio_piger,species,"syncom-CD,ER,DP,FP,CA,PC,EL,CH,BO,BT,BU",1081.893313298272,0.041544187228224096
419,,,,"Saccharolytic, fermentative, acetate converted to butyrate",Structurally positive but stains negative,Commensal,,,,,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,Faecalibacterium_prausnitzii.json,,,Faecalibacterium_prausnitzii,species,"syncom-CD,ER,DP,FP,CA,PC,EL,CH,BO,BT,BU",1180.2472508708422,0.04532093152169901
420,Collinsella aerofaciens ATCC 25986,Collinsella aerofaciens ATCC 25986 (411903.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,540.0,878.0,732.0,Ines Thiele,04/20/12,411903.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,Collinsella_aerofaciens.json,Collinsella aerofaciens ATCC 25986,,Collinsella_aerofaciens,species,"syncom-CD,ER,DP,FP,CA,PC,EL,CH,BO,BT,BU",1287.542455495464,0.049441016205489824
421,"Prevotella copri CB7, DSM 18205",Prevotella copri DSM 18205 (537011.5),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,1099.0,1634.0,1139.0,Ines Thiele,06/25/12,165179.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri,Prevotella_copri.json,"Prevotella copri CB7, DSM 18205",,Prevotella_copri,species,"syncom-CD,ER,DP,FP,CA,PC,EL,CH,BO,BT,BU",1404.5917696314154,0.05393565404235254
422,Eggerthella lenta DSM 2243,Eggerthella lenta DSM 2243 (479437.5),Nanaerobe,Asaccharolytic,Positive,Commensal,594.0,1046.0,848.0,chenry,09/09/14,479437.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella_lenta.json,Eggerthella lenta DSM 2243,kb|g.1738,Eggerthella_lenta,species,"syncom-CD,ER,DP,FP,CA,PC,EL,CH,BO,BT,BU",1532.2819305069986,0.058838895318930044
423,Clostridium hiranonis TO-931 DSM 13275,Clostridium hiranonis DSM 13275 (500633.7),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,574.0,1258.0,1011.0,Ines Thiele,08/06/12,89152.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptacetobacter,Peptacetobacter hiranonis,Peptacetobacter_hiranonis.json,Clostridium hiranonis TO-931 DSM 13275,,Peptacetobacter_hiranonis,species,"syncom-CD,ER,DP,FP,CA,PC,EL,CH,BO,BT,BU",1671.5802878258166,0.06418788580246913
424,,,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,,,,Ines Thiele,,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides_ovatus.json,,,Bacteroides_ovatus,species,"syncom-CD,ER,DP,FP,CA,PC,EL,CH,BO,BT,BU",1823.5421321736183,0.07002314814814815
425,,,,"Saccharolytic, fermentative",Negative,Commensal,,,,,,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,Bacteroides_thetaiotaomicron.json,,,Bacteroides_thetaiotaomicron,species,"syncom-CD,ER,DP,FP,CA,PC,EL,CH,BO,BT,BU",1989.3186896439472,0.0763888888888889
426,Bacteroides uniformis ATCC 8492,Bacteroides uniformis ATCC 8492 (411479.10),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,851.0,1196.0,962.0,Ines Thiele,04/20/12,411479.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides_uniformis.json,Bacteroides uniformis ATCC 8492,,Bacteroides_uniformis,species,"syncom-CD,ER,DP,FP,CA,PC,EL,CH,BO,BT,BU",2170.165843247942,0.08333333333333333
427,,,Obligate anaerobe,"Proteolytic, few carbohydrates fermented",Positive,Opportunistic pathogen,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides_difficile.json,,,Clostridioides_difficile,species,"syncom-CD,DP,CA,PC",2500.0,0.1024
428,Desulfovibrio piger ATCC 29098,Desulfovibrio piger ATCC 29098 (411464.8),Nanaerobe,"Only anaerobic respiration with sulfate as electron acceptor, nonfermentative, asaccharolytic",Negative,Commensal,599.0,980.0,792.0,Ines Thiele,08/06/12,411464.0,ModelSEED,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio piger,Desulfovibrio_piger.json,Desulfovibrio piger ATCC 29098,,Desulfovibrio_piger,species,"syncom-CD,DP,CA,PC",3125.0,0.128
429,Collinsella aerofaciens ATCC 25986,Collinsella aerofaciens ATCC 25986 (411903.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,540.0,878.0,732.0,Ines Thiele,04/20/12,411903.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,Collinsella_aerofaciens.json,Collinsella aerofaciens ATCC 25986,,Collinsella_aerofaciens,species,"syncom-CD,DP,CA,PC",3906.25,0.16
430,"Prevotella copri CB7, DSM 18205",Prevotella copri DSM 18205 (537011.5),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,1099.0,1634.0,1139.0,Ines Thiele,06/25/12,165179.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri,Prevotella_copri.json,"Prevotella copri CB7, DSM 18205",,Prevotella_copri,species,"syncom-CD,DP,CA,PC",4882.8125,0.2
431,,,Obligate anaerobe,"Proteolytic, few carbohydrates fermented",Positive,Opportunistic pathogen,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides_difficile.json,,,Clostridioides_difficile,species,"syncom-CD,DP,CA,PC,EL,CH,BO,BT,BU,BV,CS",909.0909090909091,0.03490865732371608
432,Desulfovibrio piger ATCC 29098,Desulfovibrio piger ATCC 29098 (411464.8),Nanaerobe,"Only anaerobic respiration with sulfate as electron acceptor, nonfermentative, asaccharolytic",Negative,Commensal,599.0,980.0,792.0,Ines Thiele,08/06/12,411464.0,ModelSEED,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio piger,Desulfovibrio_piger.json,Desulfovibrio piger ATCC 29098,,Desulfovibrio_piger,species,"syncom-CD,DP,CA,PC,EL,CH,BO,BT,BU,BV,CS",991.7355371900827,0.03808217162587209
433,Collinsella aerofaciens ATCC 25986,Collinsella aerofaciens ATCC 25986 (411903.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,540.0,878.0,732.0,Ines Thiele,04/20/12,411903.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,Collinsella_aerofaciens.json,Collinsella aerofaciens ATCC 25986,,Collinsella_aerofaciens,species,"syncom-CD,DP,CA,PC,EL,CH,BO,BT,BU,BV,CS",1081.893313298272,0.041544187228224096
434,"Prevotella copri CB7, DSM 18205",Prevotella copri DSM 18205 (537011.5),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,1099.0,1634.0,1139.0,Ines Thiele,06/25/12,165179.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri,Prevotella_copri.json,"Prevotella copri CB7, DSM 18205",,Prevotella_copri,species,"syncom-CD,DP,CA,PC,EL,CH,BO,BT,BU,BV,CS",1180.2472508708422,0.04532093152169901
435,Eggerthella lenta DSM 2243,Eggerthella lenta DSM 2243 (479437.5),Nanaerobe,Asaccharolytic,Positive,Commensal,594.0,1046.0,848.0,chenry,09/09/14,479437.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella_lenta.json,Eggerthella lenta DSM 2243,kb|g.1738,Eggerthella_lenta,species,"syncom-CD,DP,CA,PC,EL,CH,BO,BT,BU,BV,CS",1287.542455495464,0.049441016205489824
436,Clostridium hiranonis TO-931 DSM 13275,Clostridium hiranonis DSM 13275 (500633.7),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,574.0,1258.0,1011.0,Ines Thiele,08/06/12,89152.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptacetobacter,Peptacetobacter hiranonis,Peptacetobacter_hiranonis.json,Clostridium hiranonis TO-931 DSM 13275,,Peptacetobacter_hiranonis,species,"syncom-CD,DP,CA,PC,EL,CH,BO,BT,BU,BV,CS",1404.5917696314154,0.05393565404235254
437,,,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,,,,Ines Thiele,,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides_ovatus.json,,,Bacteroides_ovatus,species,"syncom-CD,DP,CA,PC,EL,CH,BO,BT,BU,BV,CS",1532.2819305069986,0.058838895318930044
438,,,,"Saccharolytic, fermentative",Negative,Commensal,,,,,,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,Bacteroides_thetaiotaomicron.json,,,Bacteroides_thetaiotaomicron,species,"syncom-CD,DP,CA,PC,EL,CH,BO,BT,BU,BV,CS",1671.5802878258166,0.06418788580246913
439,Bacteroides uniformis ATCC 8492,Bacteroides uniformis ATCC 8492 (411479.10),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,851.0,1196.0,962.0,Ines Thiele,04/20/12,411479.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides_uniformis.json,Bacteroides uniformis ATCC 8492,,Bacteroides_uniformis,species,"syncom-CD,DP,CA,PC,EL,CH,BO,BT,BU,BV,CS",1823.5421321736183,0.07002314814814815
440,Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus ATCC 8482 (435590.9),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,884.0,2474.0,1395.0,Eugen Bauer,08/03/14,435590.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified Bacteroidales family,Phocaeicola,Phocaeicola vulgatus,Phocaeicola_vulgatus.json,Bacteroides vulgatus ATCC 8482,,Phocaeicola_vulgatus,species,"syncom-CD,DP,CA,PC,EL,CH,BO,BT,BU,BV,CS",1989.3186896439472,0.0763888888888889
441,Clostridium scindens ATCC 35704,Clostridium scindens ATCC 35704 (411468.9),Aerotolerant,"Saccharolytic, fermentative",Positive,Commensal,735.0,2049.0,1277.0,Ines Thiele,04/20/12,411468.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] scindens,_Clostridium__scindens.json,Clostridium scindens ATCC 35704,,_Clostridium__scindens,species,"syncom-CD,DP,CA,PC,EL,CH,BO,BT,BU,BV,CS",2170.165843247942,0.08333333333333333
442,,,Obligate anaerobe,"Proteolytic, few carbohydrates fermented",Positive,Opportunistic pathogen,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides_difficile.json,,,Clostridioides_difficile,species,"syncom-CD,DP,FP,EL,CH,BT",1666.6666666666667,0.06609490943399435
443,Desulfovibrio piger ATCC 29098,Desulfovibrio piger ATCC 29098 (411464.8),Nanaerobe,"Only anaerobic respiration with sulfate as electron acceptor, nonfermentative, asaccharolytic",Negative,Commensal,599.0,980.0,792.0,Ines Thiele,08/06/12,411464.0,ModelSEED,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio piger,Desulfovibrio_piger.json,Desulfovibrio piger ATCC 29098,,Desulfovibrio_piger,species,"syncom-CD,DP,FP,EL,CH,BT",1944.4444444444443,0.0771107276729934
444,,,,"Saccharolytic, fermentative, acetate converted to butyrate",Structurally positive but stains negative,Commensal,,,,,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,Faecalibacterium_prausnitzii.json,,,Faecalibacterium_prausnitzii,species,"syncom-CD,DP,FP,EL,CH,BT",2268.5185185185182,0.08996251561849229
445,Eggerthella lenta DSM 2243,Eggerthella lenta DSM 2243 (479437.5),Nanaerobe,Asaccharolytic,Positive,Commensal,594.0,1046.0,848.0,chenry,09/09/14,479437.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella_lenta.json,Eggerthella lenta DSM 2243,kb|g.1738,Eggerthella_lenta,species,"syncom-CD,DP,FP,EL,CH,BT",2646.6049382716046,0.10495626822157433
446,Clostridium hiranonis TO-931 DSM 13275,Clostridium hiranonis DSM 13275 (500633.7),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,574.0,1258.0,1011.0,Ines Thiele,08/06/12,89152.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptacetobacter,Peptacetobacter hiranonis,Peptacetobacter_hiranonis.json,Clostridium hiranonis TO-931 DSM 13275,,Peptacetobacter_hiranonis,species,"syncom-CD,DP,FP,EL,CH,BT",3087.705761316872,0.12244897959183673
